timestamp,probe_rtt,sosd_comm_rank,queue_depth_local,queue_depth_cloud,queue_depth_db_tasks,queue_depth_db_snaps,thread_local_wakeup,thread_cloud_wakeup,thread_db_wakeup,feedback_checkin_messages,socket_messages,socket_bytes_recv,socket_bytes_sent,mpi_sends,mpi_bytes,db_transactions,db_insert_announce,db_insert_announce_nop,db_insert_publish,db_insert_publish_nop,db_insert_val_snaps,db_insert_val_snaps_nop,buffer_creates,buffer_bytes_on_heap,buffer_destroys,pipe_creates,pub_handles
1465232600.228138,0.000177,0,           7,           1,           2,      380000,155375,3271828,1029054,440,158037,3578163328,4243864,26827,3578022692,147,4,0,4,475,147,0,0,0,0,0,4
1465232600.328344,0.000133,0,           1,           2,           2,      409033,155492,3272323,1029054,440,158149,3580708464,4246752,26849,3580567892,147,4,0,4,475,147,0,0,0,0,0,4
1465232600.428621,0.000205,0,           0,           0,           2,      412500,155505,3273875,1029054,440,158161,3580972792,4247240,26853,3581016436,147,4,0,4,475,147,0,0,0,0,0,4
1465232600.528805,0.000113,0,           0,           5,           2,      414000,155511,3275578,1029054,440,158168,3581110984,4247608,26854,3581028472,147,4,0,4,475,147,0,0,0,0,0,4
1465232600.629035,0.000162,0,           0,           0,           2,      437500,155605,3276269,1029054,440,158263,3583275640,4250088,26873,3583319316,147,4,0,4,475,147,0,0,0,0,0,4
1465232600.729230,0.000125,0,           0,           1,           2,      452616,155666,3277540,1029054,440,158326,3584703400,4251800,26882,3584528840,148,4,0,4,478,147,0,0,0,0,0,4
1465232600.829433,0.000163,0,           0,           0,           3,      487500,155805,3278139,1029054,440,158465,3587881288,4255336,26903,3587925036,148,4,0,4,478,147,0,0,0,0,0,4
1465232600.929673,0.000170,0,           0,           0,           4,      512500,155905,3278634,1029054,440,158566,3590184112,4257960,26926,3590227928,148,4,0,4,478,147,0,0,0,0,0,4
1465232601.029854,0.000114,0,           0,           0,           4,      512500,155905,3280405,1029054,444,158571,3590184232,4258364,26926,3590227928,148,4,0,4,478,147,0,0,0,0,0,4
1465232601.130021,0.000132,0,           0,           0,           5,      537500,156005,3281312,1029054,444,158672,3592487056,4260988,26941,3592484732,148,4,0,4,478,147,0,0,0,0,0,4
1465232601.230250,0.000163,0,           0,           0,           5,      537500,156005,3283016,1029054,444,158673,3592487080,4261212,26942,3592530792,148,4,0,4,478,147,0,0,0,0,0,4
1465232601.330427,0.000103,0,           1,           2,           5,      577292,156164,3283443,1029054,444,158835,3596183616,4265300,26966,3595997120,148,4,0,4,478,147,0,0,0,0,0,4
1465232601.430614,0.000120,0,           0,           1,           5,      600659,156258,3284396,1029054,444,158929,3598336240,4267756,26981,3598161812,148,4,0,4,478,147,0,0,0,0,0,4
1465232601.530842,0.000157,0,           0,           0,           5,      612500,156305,3285666,1029054,444,158976,3599395552,4269084,26990,3599439384,148,4,0,4,478,147,0,0,0,0,0,4
1465232601.631014,0.000142,0,           0,           3,           1,        2000,156313,3287339,1029055,444,158986,3599591832,4269524,26991,3599451420,148,4,0,4,478,148,0,0,0,0,0,4
1465232601.731256,0.000172,0,           0,           0,           1,       25000,156405,3287993,1029055,444,159078,3601698400,4271932,27012,3601742272,148,4,0,4,478,148,0,0,0,0,0,4
1465232601.831432,0.000106,0,           0,           2,           1,       38500,156459,3289132,1029055,444,159134,3602953968,4273476,27023,3602813636,148,4,0,4,478,148,0,0,0,0,0,4
1465232601.931649,0.000175,0,           0,           0,           1,       75000,156605,3289250,1029055,444,159280,3606304048,4277180,27051,3606348028,148,4,0,4,478,148,0,0,0,0,0,4
1465232602.031881,0.000164,0,           0,           0,           1,      100000,156705,3289824,1029055,444,159381,3608606872,4279804,27070,3608650904,148,4,0,4,478,148,0,0,0,0,0,4
1465232602.132116,0.000164,0,           0,           0,           1,      100000,156705,3291576,1029055,444,159382,3608606896,4280028,27070,3608650904,148,4,0,4,478,148,0,0,0,0,0,4
1465232602.232306,0.000120,0,           0,           1,           1,      114681,156764,3292614,1029055,444,159443,3609988600,4281692,27083,3609860444,148,4,0,4,478,148,0,0,0,0,0,4
1465232602.332526,0.000167,0,           0,           0,           1,      125000,156805,3293789,1029055,444,159484,3610909744,4282876,27094,3610953800,148,4,0,4,478,148,0,0,0,0,0,4
1465232602.432711,0.000115,0,           4,           5,           1,      152500,156915,3294332,1029055,444,159600,3613546992,4285860,27115,3613176604,148,4,0,4,478,148,0,0,0,0,0,4
1465232602.532886,0.000118,0,           0,           1,           1,      177914,157016,3294833,1029055,444,159698,3615791728,4288412,27133,3615663700,148,4,0,4,478,148,0,0,0,0,0,4
1465232602.633093,0.000170,0,           0,           0,           1,      200000,157105,3295444,1029055,444,159787,3617818216,4290748,27154,3617862440,148,4,0,4,478,148,0,0,0,0,0,4
1465232602.733302,0.000179,0,           0,           0,           1,      200000,157105,3297177,1029055,444,159788,3617818240,4290972,27154,3617862440,148,4,0,4,478,148,0,0,0,0,0,4
1465232602.833479,0.000109,0,           0,           0,           1,      225000,157205,3297694,1029055,444,159889,3620121064,4293596,27176,3620027160,148,4,0,4,478,148,0,0,0,0,0,4
1465232602.933722,0.000175,0,           0,           0,           1,      225000,157205,3299450,1029055,444,159890,3620121088,4293820,27177,3620165332,148,4,0,4,478,148,0,0,0,0,0,4
1465232603.033909,0.000117,0,           1,           0,           1,      264500,157363,3299570,1029055,448,160054,3623771664,4298040,27195,3623677692,148,4,0,4,478,148,0,0,0,0,0,4
1465232603.134084,0.000103,0,           0,           1,           1,      292121,157474,3300089,1029055,448,160166,3626338792,4300928,27216,3626210856,148,4,0,4,478,148,0,0,0,0,0,4
1465232603.234314,0.000160,0,           0,           0,           1,      300000,157505,3301401,1029055,448,160197,3627029656,4301872,27223,3627073916,148,4,0,4,478,148,0,0,0,0,0,4
1465232603.334491,0.000110,0,           0,           3,           1,      302008,157514,3303018,1029055,448,160208,3627259960,4302336,27224,3627085952,148,4,0,4,478,148,0,0,0,0,0,4
1465232603.434724,0.000165,0,           0,           0,           1,      325000,157605,3303881,1029055,448,160299,3629332504,4304720,27240,3629376784,148,4,0,4,478,148,0,0,0,0,0,4
1465232603.534972,0.000219,0,           0,           0,           1,      350000,157705,3304775,1029055,448,160400,3631635328,4307344,27255,3631679644,148,4,0,4,478,148,0,0,0,0,0,4
1465232603.635210,0.000166,0,           0,           0,           1,      375000,157805,3305679,1029055,448,160501,3633938152,4309968,27269,3633982500,148,4,0,4,478,148,0,0,0,0,0,4
1465232603.735410,0.000136,0,           0,           0,           1,      400000,157905,3306604,1029055,448,160602,3636240976,4312592,27284,3636285360,148,4,0,4,478,148,0,0,0,0,0,4
1465232603.835632,0.000153,0,           0,           0,           1,      400000,157905,3308321,1029055,448,160603,3636241000,4312816,27284,3636285360,148,4,0,4,478,148,0,0,0,0,0,4
1465232603.935877,0.000174,0,           0,           0,           2,      425000,158005,3309239,1029055,448,160704,3638543824,4315440,27299,3638588220,149,4,0,4,482,148,0,0,0,0,0,4
1465232604.036062,0.000114,0,           1,           2,           3,      430972,158028,3310716,1029055,448,160730,3639108552,4316264,27302,3638876600,149,4,0,4,482,148,0,0,0,0,0,4
1465232604.136245,0.000110,0,           0,           4,           4,      464685,158164,3311324,1029055,448,160866,3642228352,4319728,27323,3641962436,149,4,0,4,482,148,0,0,0,0,0,4
1465232604.236432,0.000115,0,           0,           5,           5,      498756,158300,3311977,1029055,448,161003,3645360184,4323216,27343,3645082292,149,4,0,4,482,148,0,0,0,0,0,4
1465232604.336680,0.000178,0,           0,           0,           5,      500000,158305,3313620,1029055,448,161008,3645452320,4323536,27346,3645496808,149,4,0,4,482,148,0,0,0,0,0,4
1465232604.436929,0.000176,0,           0,           6,           5,      509000,158342,3315106,1029055,448,161046,3646293384,4324648,27350,3646015472,149,4,0,4,482,148,0,0,0,0,0,4
1465232604.537160,0.000162,0,           0,           0,           0,           0,158405,3316121,1029056,448,161110,3647755168,4326384,27364,3647799680,149,4,0,4,482,149,0,0,0,0,0,4
1465232604.637426,0.000194,0,           0,           0,           1,       25000,158505,3316862,1029056,448,161211,3650057992,4329008,27382,3650102552,149,4,0,4,482,149,0,0,0,0,0,4
1465232604.737710,0.000209,0,           0,           0,           1,       50000,158605,3317325,1029056,448,161312,3652360816,4331632,27399,3652405420,149,4,0,4,482,149,0,0,0,0,0,4
1465232604.837998,0.000194,0,           0,           0,           1,       75000,158705,3317898,1029056,448,161413,3654663640,4334256,27414,3654708280,149,4,0,4,482,149,0,0,0,0,0,4
1465232604.938275,0.000204,0,           0,           0,           1,       75000,158705,3319609,1029056,448,161414,3654663664,4334480,27414,3654708280,149,4,0,4,482,149,0,0,0,0,0,4
1465232605.038467,0.000120,0,           0,           1,           1,       97500,158795,3320235,1029056,452,161509,3656736304,4337044,27434,3656700800,149,4,0,4,482,149,0,0,0,0,0,4
1465232605.138649,0.000110,0,          19,           2,           1,      100500,158807,3321379,1029056,452,161542,3657473224,4338036,27438,3657011176,149,4,0,4,482,149,0,0,0,0,0,4
1465232605.238860,0.000136,0,           0,           5,           1,      132000,158932,3321748,1029056,452,161649,3659914216,4340804,27461,3659832716,149,4,0,4,482,149,0,0,0,0,0,4
1465232605.339106,0.000175,0,           0,           4,           1,      165000,159065,3321838,1029056,452,161782,3662953936,4344196,27489,3662780412,149,4,0,4,482,149,0,0,0,0,0,4
1465232605.439339,0.000160,0,           0,           0,           1,      175000,159105,3323044,1029056,452,161823,3663875080,4345380,27500,3663919824,149,4,0,4,482,149,0,0,0,0,0,4
1465232605.539574,0.000158,0,           0,           0,           1,      175000,159105,3324800,1029056,452,161824,3663875104,4345604,27500,3663919824,149,4,0,4,482,149,0,0,0,0,0,4
1465232605.639805,0.000163,0,           0,           0,           1,      200000,159205,3325443,1029056,452,161925,3666177928,4348228,27520,3666222704,149,4,0,4,482,149,0,0,0,0,0,4
1465232605.739994,0.000119,0,           0,           3,           1,      217000,159273,3326408,1029056,452,161995,3667755888,4350108,27534,3667616472,149,4,0,4,482,149,0,0,0,0,0,4
1465232605.840176,0.000114,0,           0,           1,           1,      243788,159380,3326884,1029056,452,162103,3670230904,4352900,27557,3670103588,149,4,0,4,482,149,0,0,0,0,0,4
1465232605.940367,0.000149,0,           0,           0,           1,      275000,159505,3327084,1029056,452,162228,3673086400,4356100,27586,3673131368,149,4,0,4,482,149,0,0,0,0,0,4
1465232606.040564,0.000129,0,           0,           0,           1,      275000,159505,3328848,1029056,452,162229,3673086424,4356324,27586,3673131368,149,4,0,4,482,149,0,0,0,0,0,4
1465232606.140751,0.000118,0,           0,           2,           1,      289500,159564,3330045,1029056,452,162289,3674434104,4357964,27596,3674328864,149,4,0,4,482,149,0,0,0,0,0,4
1465232606.240956,0.000137,0,           0,           0,           1,      300000,159605,3331316,1029056,452,162331,3675389272,4359172,27605,3675434244,149,4,0,4,482,149,0,0,0,0,0,4
1465232606.341190,0.000167,0,           0,           0,           1,      325000,159705,3332255,1029056,452,162432,3677692096,4361796,27620,3677737104,149,4,0,4,482,149,0,0,0,0,0,4
1465232606.441359,0.000112,0,           0,           4,           1,      354000,159822,3333006,1029056,452,162550,3680375400,4364828,27638,3680178144,149,4,0,4,482,149,0,0,0,0,0,4
1465232606.541592,0.000163,0,           0,           0,           1,      375000,159905,3334090,1029056,452,162634,3682297744,4367044,27651,3682342828,149,4,0,4,482,149,0,0,0,0,0,4
1465232606.641783,0.000152,0,           0,           0,           1,      375000,159905,3335860,1029056,452,162635,3682297768,4367268,27651,3682342828,149,4,0,4,482,149,0,0,0,0,0,4
1465232606.742025,0.000208,0,           0,           0,           1,      400000,160005,3336742,1029056,452,162736,3684600592,4369892,27667,3684645692,149,4,0,4,482,149,0,0,0,0,0,4
1465232606.842204,0.000109,0,           0,           2,           1,      413235,160058,3337869,1029056,452,162791,3685844128,4371412,27678,3685717056,149,4,0,4,482,149,0,0,0,0,0,4
1465232606.943753,0.001521,0,          12,           3,           1,      438500,160159,3338309,1029056,452,162905,3688435320,4374348,27702,3688007920,149,4,0,4,482,149,0,0,0,0,0,4
1465232607.043971,0.000126,0,           0,           0,           1,      475000,160305,3338362,1029056,456,163043,3691509160,4377944,27729,3691370116,149,4,0,4,482,149,0,0,0,0,0,4
1465232607.144207,0.000166,0,           0,           0,           1,      475000,160305,3340105,1029056,456,163044,3691509184,4378168,27730,3691554344,150,4,0,4,486,149,0,0,0,0,0,4
1465232607.244378,0.000101,0,           0,           5,           2,      489500,160363,3341318,1029056,456,163104,3692856864,4379808,27738,3692613664,150,4,0,4,486,149,0,0,0,0,0,4
1465232607.344617,0.000168,0,           0,           0,           2,      500000,160405,3342691,1029056,456,163146,3693812032,4381016,27746,3693857208,150,4,0,4,486,149,0,0,0,0,0,4
1465232607.444831,0.000146,0,           0,           0,           3,      525000,160505,3343579,1029056,456,163247,3696114856,4383640,27762,3696160072,150,4,0,4,486,149,0,0,0,0,0,4
1465232607.545003,0.000104,0,           0,           3,           5,      553500,160620,3344272,1029056,456,163363,3698752104,4386624,27780,3698474976,150,4,0,4,486,149,0,0,0,0,0,4
1465232607.645218,0.000148,0,           0,           0,           1,       18500,160705,3344961,1029057,456,163449,3700720504,4388888,27799,3700765820,150,4,0,4,486,150,0,0,0,0,0,4
1465232607.745458,0.000172,0,           0,           0,           1,       18500,160705,3346720,1029057,456,163450,3700720528,4389112,27799,3700765820,150,4,0,4,486,150,0,0,0,0,0,4
1465232607.845701,0.000177,0,           0,           0,           1,       43500,160805,3347430,1029057,456,163551,3703023352,4391736,27816,3703068688,150,4,0,4,486,150,0,0,0,0,0,4
1465232607.945888,0.000113,0,           0,           3,           1,       53500,160845,3348771,1029057,456,163593,3703956528,4392944,27822,3703771584,150,4,0,4,486,150,0,0,0,0,0,4
1465232608.046057,0.000112,0,           0,           5,           1,       77500,160942,3349266,1029057,456,163690,3706167240,4395472,27842,3706108488,150,4,0,4,486,150,0,0,0,0,0,4
1465232608.146229,0.000101,0,           0,           2,           1,      110736,161074,3349441,1029057,456,163824,3709240984,4398888,27870,3709102240,150,4,0,4,486,150,0,0,0,0,0,4
1465232608.246461,0.000162,0,           0,           0,           1,      118500,161105,3350788,1029057,456,163855,3709931848,4399832,27878,3709977336,150,4,0,4,486,150,0,0,0,0,0,4
1465232608.346633,0.000101,0,           0,           4,           1,      137000,161180,3351967,1029057,456,163931,3711647976,4401856,27888,3711417144,150,4,0,4,486,150,0,0,0,0,0,4
1465232608.446842,0.000167,0,           0,           0,           1,      143500,161205,3353478,1029057,456,163957,3712234696,4402680,27893,3712280196,150,4,0,4,486,150,0,0,0,0,0,4
1465232608.547104,0.000198,0,           0,           0,           1,      168500,161305,3354413,1029057,456,164058,3714537520,4405304,27908,3714583056,150,4,0,4,486,150,0,0,0,0,0,4
1465232608.647353,0.000179,0,           0,           0,           1,      193500,161405,3355295,1029057,456,164159,3716840344,4407928,27924,3716885920,150,4,0,4,486,150,0,0,0,0,0,4
1465232608.747583,0.000156,0,           0,           0,           1,      218500,161505,3356218,1029057,456,164260,3719143168,4410552,27939,3719188780,150,4,0,4,486,150,0,0,0,0,0,4
1465232608.847815,0.000164,0,           0,           0,           1,      218500,161505,3357978,1029057,456,164261,3719143192,4410776,27939,3719188780,150,4,0,4,486,150,0,0,0,0,0,4
1465232608.948050,0.000164,0,           0,           0,           1,      243500,161605,3358750,1029057,456,164362,3721446016,4413400,27957,3721491652,150,4,0,4,486,150,0,0,0,0,0,4
1465232609.048227,0.000107,0,           0,           3,           1,      251793,161638,3360201,1029057,460,164401,3722229088,4414620,27962,3722044344,150,4,0,4,486,150,0,0,0,0,0,4
1465232609.148418,0.000113,0,           1,           2,           1,      272500,161722,3361120,1029057,460,164486,3724163464,4416860,27977,3724024812,150,4,0,4,486,150,0,0,0,0,0,4
1465232609.248613,0.000122,0,           5,           2,           1,      307000,161859,3361151,1029057,460,164629,3727433464,4420492,28008,3727110688,150,4,0,4,486,150,0,0,0,0,0,4
1465232609.348900,0.000177,0,           0,           0,           1,      318500,161905,3362288,1029057,460,164670,3728354608,4421676,28019,3728400300,150,4,0,4,486,150,0,0,0,0,0,4
1465232609.449051,0.000107,0,           0,           3,           1,      332500,161961,3363373,1029057,460,164727,3729644200,4423244,28030,3729505688,150,4,0,4,486,150,0,0,0,0,0,4
1465232609.549259,0.000154,0,           0,           0,           1,      343500,162005,3364469,1029057,460,164772,3730657456,4424524,28042,3730703192,150,4,0,4,486,150,0,0,0,0,0,4
1465232609.649507,0.000175,0,           1,           5,           1,      367500,162101,3365057,1029057,460,164870,3732880200,4427076,28063,3732787828,150,4,0,4,486,150,0,0,0,0,0,4
1465232609.749716,0.000137,0,           0,           0,           1,      381500,162158,3365975,1029057,460,164927,3734169792,4428644,28077,3734077452,150,4,0,4,486,150,0,0,0,0,0,4
1465232609.849932,0.000145,0,           0,           0,           1,      418500,162305,3366128,1029057,460,165075,3737565928,4432396,28105,3737611844,150,4,0,4,486,150,0,0,0,0,0,4
1465232609.950156,0.000160,0,           0,           0,           1,      418500,162305,3367904,1029057,460,165076,3737565952,4432620,28105,3737611844,150,4,0,4,486,150,0,0,0,0,0,4
1465232610.050292,0.000105,0,           0,           0,           2,      443500,162405,3368467,1029057,460,165177,3739868776,4435244,28127,3739914732,151,4,0,4,490,150,0,0,0,0,0,4
1465232610.150472,0.000152,0,           0,           0,           2,      443500,162405,3370236,1029057,460,165178,3739868800,4435468,28127,3739914732,151,4,0,4,490,150,0,0,0,0,0,4
1465232610.250702,0.000163,0,           0,           0,           3,      468500,162505,3371019,1029057,460,165279,3742171624,4438092,28145,3742217604,151,4,0,4,490,150,0,0,0,0,0,4
1465232610.350885,0.000112,0,          13,           1,           5,      497000,162619,3371632,1029057,460,165408,3745119232,4441388,28166,3744636664,151,4,0,4,490,150,0,0,0,0,0,4
1465232610.451156,0.000193,0,           0,           0,           0,           0,162705,3372527,1029058,460,165481,3746777272,4443340,28180,3746823344,151,4,0,4,490,151,0,0,0,0,0,4
1465232610.551347,0.000118,0,           0,           4,           1,        2000,162713,3374200,1029058,460,165491,3746973552,4443780,28181,3746835380,151,4,0,4,490,151,0,0,0,0,0,4
1465232610.651587,0.000172,0,           0,           0,           1,       25000,162805,3374847,1029058,460,165583,3749080120,4446188,28202,3749126232,151,4,0,4,490,151,0,0,0,0,0,4
1465232610.751785,0.000129,0,           0,           1,           1,       43500,162880,3375798,1029058,460,165659,3750796248,4448212,28208,3750612080,151,4,0,4,490,151,0,0,0,0,0,4
1465232610.851988,0.000130,0,           0,           2,           1,       50775,162908,3377116,1029058,460,165689,3751475080,4449132,28215,3751429084,151,4,0,4,490,151,0,0,0,0,0,4
1465232610.952175,0.000113,0,           0,           1,           1,       94000,163081,3377148,1029058,460,165862,3755435920,4453484,28247,3755343972,151,4,0,4,490,151,0,0,0,0,0,4
1465232611.052356,0.000147,0,           0,           0,           1,      100000,163105,3378565,1029058,464,165891,3755988712,4454464,28254,3756034840,151,4,0,4,490,151,0,0,0,0,0,4
1465232611.152552,0.000126,0,           0,           0,           1,      116000,163169,3379612,1029058,464,165956,3757462528,4456224,28267,3757382548,151,4,0,4,490,151,0,0,0,0,0,4
1465232611.252823,0.000196,0,           0,           0,           1,      125000,163205,3380877,1029058,464,165993,3758291560,4457312,28276,3758337728,151,4,0,4,490,151,0,0,0,0,0,4
1465232611.353102,0.000203,0,           0,           0,           1,      150000,163305,3381321,1029058,464,166094,3760594384,4459936,28300,3760640624,151,4,0,4,490,151,0,0,0,0,0,4
1465232611.453313,0.000137,0,           0,           1,           1,      161500,163351,3382513,1029058,464,166142,3761665728,4461288,28310,3761653896,151,4,0,4,490,151,0,0,0,0,0,4
1465232611.553556,0.000174,0,           0,           0,           1,      200000,163505,3382666,1029058,464,166296,3765200032,4465184,28340,3765246384,151,4,0,4,490,151,0,0,0,0,0,4
1465232611.653836,0.000191,0,           0,           0,           1,      200000,163505,3384386,1029058,464,166297,3765200056,4465408,28340,3765246384,151,4,0,4,490,151,0,0,0,0,0,4
1465232611.754062,0.000156,0,           0,           0,           1,      225000,163605,3385185,1029058,464,166398,3767502880,4468032,28357,3767549252,151,4,0,4,490,151,0,0,0,0,0,4
1465232611.854261,0.000129,0,          11,           2,           1,      230549,163628,3386653,1029058,464,166434,3768297888,4469096,28361,3767929748,151,4,0,4,490,151,0,0,0,0,0,4
1465232611.954499,0.000167,0,           0,           0,           1,      250000,163705,3387567,1029058,464,166500,3769805728,4470880,28377,3769852132,151,4,0,4,490,151,0,0,0,0,0,4
1465232612.054702,0.000135,0,           0,           0,           1,      278500,163819,3388170,1029058,464,166615,3772430944,4473840,28396,3772385288,151,4,0,4,490,151,0,0,0,0,0,4
1465232612.154888,0.000167,0,           0,           0,           1,      300000,163905,3388800,1029058,464,166702,3774411376,4476128,28414,3774457880,151,4,0,4,490,151,0,0,0,0,0,4
1465232612.255071,0.000110,0,           0,           2,           1,      312000,163953,3390061,1029058,464,166751,3775516744,4477504,28423,3775391068,151,4,0,4,490,151,0,0,0,0,0,4
1465232612.355300,0.000160,0,           0,           0,           1,      325000,164005,3391222,1029058,464,166804,3776714224,4478976,28434,3776760760,151,4,0,4,490,151,0,0,0,0,0,4
1465232612.455532,0.000164,0,           0,           0,           1,      350000,164105,3391974,1029058,464,166905,3779017048,4481600,28452,3779063632,151,4,0,4,490,151,0,0,0,0,0,4
1465232612.555703,0.000135,0,           0,           0,           1,      357500,164136,3393351,1029058,464,166937,3779719944,4482568,28457,3779662380,151,4,0,4,490,151,0,0,0,0,0,4
1465232612.659101,0.000132,0,           0,           6,           1,      397000,164294,3393561,1029058,464,167096,3783358392,4486584,28482,3782852376,151,4,0,4,490,151,0,0,0,0,0,4
1465232612.759393,0.000218,0,           0,           0,           1,      400000,164305,3395151,1029058,464,167108,3783622720,4487072,28484,3783669360,151,4,0,4,490,151,0,0,0,0,0,4
1465232612.859643,0.000176,0,           0,           0,           2,      425000,164405,3395732,1029058,464,167209,3785925544,4489696,28505,3785972244,152,4,0,4,494,151,0,0,0,0,0,4
1465232612.959863,0.000146,0,           1,           0,           3,      433000,164438,3397115,1029058,464,167244,3786708520,4490736,28512,3786617056,152,4,0,4,494,151,0,0,0,0,0,4
1465232613.060138,0.000202,0,           0,           0,           3,      450000,164505,3398059,1029058,468,167315,3788228488,4492724,28527,3788275132,152,4,0,4,494,151,0,0,0,0,0,4
1465232613.160369,0.000156,0,           0,           0,           4,      475000,164605,3398784,1029058,468,167416,3790531312,4495348,28546,3790578008,152,4,0,4,494,151,0,0,0,0,0,4
1465232613.260630,0.000185,0,           0,           0,           5,      500000,164705,3399255,1029058,468,167517,3792834136,4497972,28569,3792880900,152,4,0,4,494,151,0,0,0,0,0,4
1465232613.360823,0.000121,0,           1,           5,           1,        5615,164728,3400782,1029059,468,167543,3793398864,4498796,28572,3793111192,152,4,0,4,494,152,0,0,0,0,0,4
1465232613.461067,0.000174,0,           0,           0,           1,       25000,164805,3401724,1029059,468,167619,3795136984,4500820,28586,3795183768,152,4,0,4,494,152,0,0,0,0,0,4
1465232613.561221,0.000121,0,           2,           1,           1,       45000,164884,3402490,1029059,468,167702,3797025304,4503012,28604,3796899944,152,4,0,4,494,152,0,0,0,0,0,4
1465232613.661373,0.000109,0,           0,           0,           1,       51204,164910,3403836,1029059,468,167727,3797578000,4503812,28611,3797498700,152,4,0,4,494,152,0,0,0,0,0,4
1465232613.763121,0.000135,0,           0,           4,           1,       86518,165052,3403899,1029059,468,167870,3800848000,4507444,28642,3800584576,152,4,0,4,494,152,0,0,0,0,0,4
1465232613.863374,0.000158,0,           0,           0,           1,      100000,165105,3405166,1029059,468,167923,3802045480,4508916,28651,3802092428,152,4,0,4,494,152,0,0,0,0,0,4
1465232613.963602,0.000161,0,           0,           0,           1,      125000,165205,3405862,1029059,468,168024,3804348304,4511540,28669,3804211076,152,4,0,4,494,152,0,0,0,0,0,4
1465232614.063820,0.000148,0,           0,           0,           1,      125000,165205,3407584,1029059,468,168025,3804348328,4511764,28670,3804395304,152,4,0,4,494,152,0,0,0,0,0,4
1465232614.164052,0.000164,0,           0,           0,           1,      150000,165305,3408247,1029059,468,168126,3806651152,4514388,28690,3806698184,152,4,0,4,494,152,0,0,0,0,0,4
1465232614.264332,0.000186,0,           0,           1,           1,      164698,165364,3409399,1029059,468,168187,3808032856,4516052,28701,3807907716,152,4,0,4,494,152,0,0,0,0,0,4
1465232614.364507,0.000152,0,           0,           0,           1,      200000,165505,3409578,1029059,468,168328,3811256800,4519636,28730,3811303944,152,4,0,4,494,152,0,0,0,0,0,4
1465232614.464726,0.000149,0,          10,           1,           1,      202000,165512,3411196,1029059,468,168347,3811671328,4520292,28732,3811442120,152,4,0,4,494,152,0,0,0,0,0,4
1465232614.564971,0.000175,0,           0,           0,           1,      225000,165605,3412123,1029059,468,168430,3813559648,4522484,28742,3813606792,152,4,0,4,494,152,0,0,0,0,0,4
1465232614.665148,0.000106,0,           2,           4,           1,      241744,165672,3413367,1029059,468,168501,3815171632,4524388,28743,3813618828,152,4,0,4,494,152,0,0,0,0,0,4
1465232614.765370,0.000171,0,           0,           0,           1,      250000,165705,3414618,1029059,468,168532,3815862496,4525332,28745,3815909604,152,4,0,4,494,152,0,0,0,0,0,4
1465232614.866607,0.001162,0,           0,           4,           1,      280500,165828,3415115,1029059,468,168656,3818683968,4528508,28767,3818639028,152,4,0,4,494,152,0,0,0,0,0,4
1465232614.966840,0.000161,0,           0,           0,           1,      300000,165905,3416001,1029059,468,168734,3820468144,4530580,28783,3820515356,152,4,0,4,494,152,0,0,0,0,0,4
1465232615.067028,0.000121,0,           0,           0,           1,      325000,166005,3416713,1029059,472,168839,3822771064,4533384,28802,3822738152,152,4,0,4,494,152,0,0,0,0,0,4
1465232615.167297,0.000201,0,           0,           0,           1,      325000,166005,3418407,1029059,472,168840,3822771088,4533608,28803,3822818236,152,4,0,4,494,152,0,0,0,0,0,4
1465232615.267529,0.000161,0,           0,           0,           1,      350000,166105,3419163,1029059,472,168941,3825073912,4536232,28821,3825121108,152,4,0,4,494,152,0,0,0,0,0,4
1465232615.367704,0.000105,0,           0,           0,           1,      362500,166155,3420316,1029059,472,168993,3826237368,4537680,28832,3826146416,152,4,0,4,494,152,0,0,0,0,0,4
1465232615.467889,0.000113,0,           0,           3,           1,      393747,166280,3420452,1029059,472,169119,3829126888,4540904,28856,3828989952,152,4,0,4,494,152,0,0,0,0,0,4
1465232615.568064,0.000104,0,           2,           3,           2,      401000,166309,3421698,1029059,472,169151,3829829784,4541872,28864,3829726880,153,4,0,4,498,152,0,0,0,0,0,4
1465232615.668265,0.000165,0,           0,           0,           2,      425000,166405,3422655,1029059,472,169245,3831982408,4544328,28879,3832029740,153,4,0,4,498,152,0,0,0,0,0,4
1465232615.768430,0.000109,0,           0,           1,           3,      445000,166485,3423630,1029059,472,169326,3833824672,4546472,28893,3833733868,153,4,0,4,498,152,0,0,0,0,0,4
1465232615.868661,0.000163,0,           0,           0,           3,      450000,166505,3425126,1029059,472,169347,3834285256,4547176,28898,3834332616,153,4,0,4,498,152,0,0,0,0,0,4
1465232615.968838,0.000110,0,           0,           2,           4,      475000,166605,3425734,1029059,472,169448,3836588080,4549800,28917,3836463300,153,4,0,4,498,152,0,0,0,0,0,4
1465232616.069087,0.000180,0,           0,           0,           0,           0,166705,3426486,1029060,472,169549,3838890904,4552424,28933,3838938356,153,4,0,4,498,153,0,0,0,0,0,4
1465232616.169296,0.000121,0,           0,           0,           1,       25000,166805,3427239,1029060,472,169650,3841193728,4555048,28950,3841241224,153,4,0,4,498,153,0,0,0,0,0,4
1465232616.269549,0.000182,0,           0,           0,           1,       25000,166805,3428970,1029060,472,169651,3841193752,4555272,28950,3841241224,153,4,0,4,498,153,0,0,0,0,0,4
