timestamp,probe_rtt,sosd_comm_rank,queue_depth_local,queue_depth_cloud,queue_depth_db_tasks,queue_depth_db_snaps,thread_local_wakeup,thread_cloud_wakeup,thread_db_wakeup,feedback_checkin_messages,socket_messages,socket_bytes_recv,socket_bytes_sent,mpi_sends,mpi_bytes,db_transactions,db_insert_announce,db_insert_announce_nop,db_insert_publish,db_insert_publish_nop,db_insert_val_snaps,db_insert_val_snaps_nop,buffer_creates,buffer_bytes_on_heap,buffer_destroys,pipe_creates,pub_handles,vm_peak,vm_size
1465317784.611042,0.000790,0,        2567,           7,           4,      560000,3693,490731,490263,12,6318,144079048,159788,536,84771704,2,6,0,6,3,2,0,0,0,0,0,6,888688,826472
1465317784.711295,0.000166,0,        2726,         119,           4,      620500,3936,490735,490263,12,6721,153336328,169676,539,85404468,2,6,0,6,3,2,0,0,0,0,0,6,888688,832604
1465317784.811902,0.000521,0,        2891,         314,           4,      669512,4131,490735,490263,12,7082,161604440,178556,539,85404468,2,6,0,6,3,2,0,0,0,0,0,6,888688,840608
1465317784.912872,0.000866,0,        3125,          18,           4,      722500,4343,490737,490263,12,7529,171874952,189500,542,99497616,2,6,0,6,3,2,0,0,0,0,0,6,888688,864724
1465317785.013974,0.001009,0,        3389,           1,           4,      761000,4496,490777,490263,12,7947,181488648,199748,564,103434456,2,6,0,6,3,2,0,0,0,0,0,6,888688,864724
1465317785.142530,0.001138,0,        3625,         191,           7,      839025,4813,490786,490263,12,8501,194212160,213260,573,106304068,3,6,0,6,6,2,0,0,0,0,0,6,888688,870352
1465317785.244094,0.001470,0,        3662,           6,           7,      899840,5054,490803,490263,12,8780,200635960,220172,589,115859716,3,6,0,6,6,2,0,0,0,0,0,6,888688,871680
1465317785.344732,0.000540,0,        3744,          12,           7,      955649,5275,490824,490263,12,9084,207602472,227684,611,121076164,3,6,0,6,6,2,0,0,0,0,0,6,888688,871680
1465317785.446857,0.002034,0,        3783,          10,           7,     1014500,5509,490847,490263,12,9358,213878144,234476,634,126544888,3,6,0,6,6,2,0,0,0,0,0,6,888688,871680
1465317785.548800,0.001830,0,        3799,           3,           7,     1077488,5762,490867,490263,12,9628,220083696,241172,653,132221884,3,6,0,6,6,2,0,0,0,0,0,6,888688,871680
1465317785.649668,0.000779,0,        3882,          31,           7,     1133500,5986,490885,490263,12,9936,227164312,248780,671,136723412,3,6,0,6,6,2,0,0,0,0,0,6,888688,872568
1465317785.750024,0.000259,0,        4029,          98,           1,       26681,6157,490886,490264,12,10255,234465248,256652,673,139406700,3,6,0,6,6,3,0,0,0,0,0,6,888688,886408
1465317785.850659,0.000536,0,        4214,           2,           1,       53000,6261,490905,490264,12,10545,241131360,263828,692,144034368,3,6,0,6,6,3,0,0,0,0,0,6,888688,888408
1465317785.951248,0.000497,0,        4321,           4,           1,      104355,6468,490926,490264,12,10860,248340184,271604,712,148513912,3,6,0,6,6,3,0,0,0,0,0,6,891116,891116
1465317786.051492,0.000156,0,        4369,          21,           1,      154227,6668,490943,490264,12,11109,254073144,277796,729,152833284,3,6,0,6,6,3,0,0,0,0,0,6,892372,892372
1465317786.152729,0.001148,0,        4442,           3,           1,      198500,6842,490966,490264,12,11357,259772080,283964,752,157276744,3,6,0,6,6,3,0,0,0,0,0,6,893636,893636
1465317786.253257,0.000421,0,        4569,           0,           1,      226636,6957,490989,490264,12,11600,265322888,290012,770,159843920,3,6,0,6,6,3,0,0,0,0,0,6,896568,896568
1465317786.354324,0.000979,0,        4602,           3,           1,      279658,7169,491045,490264,12,11846,270975768,296132,791,164701876,3,6,0,6,6,3,0,0,0,0,0,6,897452,897452
1465317786.456249,0.001815,0,        4621,           2,           1,      333500,7383,491063,490264,12,12080,276352312,301964,809,169780140,3,6,0,6,6,3,0,0,0,0,0,6,897744,897744
1465317786.557940,0.001600,0,        4608,           1,           1,      386000,7593,491082,490264,12,12278,280877856,306932,828,174628128,3,6,0,6,6,3,0,0,0,0,0,6,898628,898628
1465317786.658733,0.000702,0,        4700,           1,           1,      429213,7764,491103,490264,18,12548,286945384,313754,849,178392772,3,6,0,6,6,3,0,0,0,0,0,6,899488,899488
1465317786.759871,0.001050,0,        4907,           1,           1,      456220,7876,491171,490264,18,12868,294280344,321650,868,181110152,3,6,0,6,6,3,0,0,0,0,0,6,904072,904072
1465317786.860129,0.000173,0,        5102,           2,           1,      494000,8024,491191,490264,18,13212,302167976,330122,888,184508416,3,6,0,6,6,3,0,0,0,0,0,6,974024,974024
1465317786.961215,0.000998,0,        5386,           7,           1,      518698,8125,491211,490264,18,13598,311044776,339602,909,186833292,3,6,0,6,6,3,0,0,0,0,0,6,980504,980504
1465317787.063521,0.002215,0,        5504,           7,           1,      559500,8286,491234,490264,18,13878,317480608,346538,932,190563920,3,6,0,6,6,3,0,0,0,0,0,6,983176,983176
1465317787.165829,0.000690,0,        5511,           7,           1,      607000,8479,491256,490264,18,14079,322086232,351578,954,194997416,3,6,0,6,6,3,0,0,0,0,0,6,983468,983468
1465317787.266082,0.000166,0,        5534,           5,           1,      657500,8678,491277,490264,18,14302,327176480,357146,974,199154568,3,6,0,6,6,3,0,0,0,0,0,6,984164,984164
1465317787.366984,0.000812,0,        5547,          10,           1,      709438,8888,491298,490264,18,14526,332344736,362738,996,204334920,3,6,0,6,6,3,0,0,0,0,0,6,984300,984300
1465317787.467980,0.000906,0,        5727,           4,           1,      749451,9046,491352,490264,18,14865,340106232,371090,1016,207881312,3,6,0,6,6,3,0,0,0,0,0,6,988432,988432
1465317787.568230,0.000165,0,        5807,           5,           1,      807337,9280,491372,490264,18,15180,347337048,378866,1037,213488196,3,6,0,6,6,3,0,0,0,0,0,6,990236,990236
1465317787.668932,0.000603,0,        6002,          11,           1,      853920,9467,491393,490264,18,15563,356133768,388274,1058,217645352,3,6,0,6,6,3,0,0,0,0,0,6,994512,994512
1465317787.769215,0.000186,0,        6287,           5,           1,      889000,9606,491415,490264,18,15988,365919656,398690,1080,221007528,3,6,0,6,6,3,0,0,0,0,0,6,1000792,1000792
1465317787.869984,0.000668,0,        6520,           1,           1,      931041,9774,491438,490264,18,16390,375120920,408554,1102,224658072,3,6,0,6,6,3,0,0,0,0,0,6,1006240,1006240
1465317787.970744,0.000670,0,        6726,           2,           1,      978500,9962,491460,490264,18,16785,384193976,418250,1125,229251732,3,6,0,6,6,3,0,0,0,0,0,6,1010704,1010704
1465317788.074780,0.003940,0,        6863,           0,           1,     1027431,10160,491482,490264,18,17121,391919376,426530,1146,233581080,3,6,0,6,6,3,0,0,0,0,0,6,1014168,1014168
1465317788.177775,0.002902,0,        7013,           2,           1,     1080074,10368,491505,490264,18,17480,400163424,435362,1169,238392988,3,6,0,6,6,3,0,0,0,0,0,6,1017352,1017352
1465317788.278177,0.000301,0,        7137,           5,           1,     1138020,10604,491526,490264,18,17841,408453528,444242,1191,243977884,3,6,0,6,6,3,0,0,0,0,0,6,1019944,1019944
1465317788.378469,0.000192,0,        7270,           7,           1,     1197813,10841,491546,490264,18,18212,416951920,453362,1211,249400540,3,6,0,6,6,3,0,0,0,0,0,6,1023336,1023336
1465317788.478712,0.000152,0,        7428,           1,           1,     1259216,11087,491569,490264,18,18617,426277248,463298,1233,254951412,3,6,0,6,6,3,0,0,0,0,0,6,1026584,1026584
1465317788.579169,0.000370,0,        7635,           7,           1,     1314500,11307,491591,490264,18,19045,436121224,473786,1255,259867460,3,6,0,6,6,3,0,0,0,0,0,6,1031336,1031336
1465317788.679831,0.000577,0,        7866,           3,           1,     1369000,11523,491611,490264,24,19499,446425904,485024,1275,264957764,3,6,0,6,6,3,0,0,0,0,0,6,1162404,1102000
1465317788.780740,0.000815,0,        8073,           6,           1,     1418500,11725,491727,490264,24,19909,455833384,495080,1295,269655556,3,6,0,6,6,3,0,0,0,0,0,6,1162404,1106652
1465317788.881027,0.000202,0,        8375,           3,           1,     1449000,11844,491760,490264,24,20331,465517200,505424,1311,272418980,3,6,0,6,6,3,0,0,0,0,0,6,1162404,1113384
1465317788.981268,0.000153,0,        8633,           3,           1,     1499500,12046,491781,490264,24,20792,476088112,516704,1332,276978608,3,6,0,6,6,3,0,0,0,0,0,6,1162404,1119240
1465317789.081509,0.000158,0,        8821,           2,           1,     1561000,12294,491802,490264,24,21229,486150336,527408,1353,282631548,3,6,0,6,6,3,0,0,0,0,0,6,1162404,1123528
1465317789.182513,0.000908,0,        8996,          10,           1,     1616222,12514,491822,490264,24,21625,495235424,537128,1374,287857952,3,6,0,6,6,3,0,0,0,0,0,6,1162404,1127672
